DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;P51;P771;P772;P773;P55;P774;P774S1;P774S2;P774S3;P775;P776;P776S1;P776S2;P776S3;P58;P58S1;P58S2;P777;P778;P779;P779S1;P779S1A1;P779S2;P779S2A1;P779S3;P779S3A1;P779S11;P779S11A1;P779S12;P779S12A1;P779S5;P779S5A1;P779S6;P779S6A1;P779S7;P779S7A1;P779S8;P779S8A1;P779S13;P779S13A1;P779S9;P779S9A2;P779S14;P780;P780S2;P780S2A1;P780S3;P780S3A1;P780S4;P780S4A1;FEX_C
7172291;9;1;9;1; ; ;1;1;3; ; ;5000;1;3; ; ;5000;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;1213,32271297307
7172293;4;1;4;2;1;6; ;1;3; ; ;5000;1;3; ; ;5000;1;2; ; ; ; ;1;2;1;2;1;2;1;1;1;1;1;1;1;2;1;2; ; ; ; ; ; ; ; ;2; ;2; ;2; ;749,997996967387
7172294;6;1;6;1; ; ;1;1;3; ; ;5000;1;3; ; ;5000;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2;2; ;714,901473121907
7172296;3;1;3;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;1;1;1; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;779,823144062081
7172299;4;1;4;1; ; ;5;1;3; ; ;5000;1;3; ; ;5000;1;2; ; ; ; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;613,859826152431
7172300;3;1;3;2;2;8; ;1;1; ; ; ;1;1; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;1500,60847384718
7172303;4;1;4;1; ; ;5;1;4; ; ; ;1;4; ; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;847,517063448048
7172304;4;1;4;6;2;8; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;666,18140952002
7172310;3;1;3;1; ; ;1;1;3; ; ;3000;1;3; ; ;3000;1;1; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;2; ;595,58631811857
7172322;6;1;6;1; ; ;1;1;3; ; ;2000;1;3; ; ;2000;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;857,655278365392
7172357;4;1;4;1; ; ;3;2; ; ; ; ;1;3; ; ;5000;1;3; ; ; ; ;1;2;1;2; ; ;1;1; ; ;1;1;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;1;2;167,003492119099
7172367;3;1;3;1; ; ;3;1;3; ; ;9000;1;3; ; ;5000;1;2; ; ; ; ;1;2; ; ; ; ;1;2; ; ;1;2; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;143,515860353033
7172405;5;1;5;2;2;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;223,592076118386
7172405;6;1;6;2;2;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;1; ; ; ; ;1;1; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;223,592076118386
7172462;6;1;6;2;2;4; ;1;1; ; ; ;1;1; ; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;1;3; ; ; ; ; ; ; ; ;2; ;2; ;2; ;112,91417952534
7172472;6;1;6;1; ; ;1;1;1; ; ; ;1;1; ; ; ;1;2; ; ; ; ; ; ; ; ;1;3;1;3; ; ; ; ;1;3;1;3; ; ; ; ; ; ; ; ;2; ;2; ;2; ;118,162511337319
7172479;3;1;3;2;2;4; ;1;1; ; ; ;1;1; ; ; ;1;2; ; ; ; ;1;3; ; ;1;3; ; ; ; ; ; ;1;3; ; ;1;3; ; ; ; ; ; ;2; ;2; ;2; ;129,282869173135
7172479;3;2;3;2;2;4; ;1;1; ; ; ;1;1; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;129,282869173135
7172479;4;2;4;2;2;6; ;1;1; ; ; ;1;1; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;129,282869173135
7172495;3;1;3;1; ; ;1;1;3; ; ;10000;1;3; ; ;2000;1;1; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2; ;1;2;109,9286708303
7172503;4;1;4;2;2;6; ;1;3; ; ;5000;1;3; ; ;5000;1;2; ; ; ; ; ; ;1;2; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;127,813759795282
7172518;4;1;4;2;2;5; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;262,927261881333
7172521;5;1;5;2;2;3; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;1;1;3;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;304,916025760582
7172523;3;1;3;1; ; ;2;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;272,101870596833
7172523;4;1;4;2;1;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;272,101870596833
7172532;6;1;6;1; ; ;1;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;396,133415837941
7172533;4;1;4;2;2;5; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;292,763636595419
7172536;6;1;6;1; ; ;1;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;260,905048004232
7172537;2;1;2;1; ; ;1;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;1;2;1;2; ; ; ; ; ; ; ; ;2; ;2; ;2; ;205,814358877213
7172538;2;1;2;1; ; ;1;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;1;2;1;1; ; ;1;2; ; ; ; ;2; ;2; ;2; ;233,898866130548
7172548;3;1;3;2;1;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;238,511016185465
7172549;6;1;6;1; ; ;1;1;3; ; ;20000;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;337,730180924332
7172555;3;1;3;1; ; ;1;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;247,26943203148
7172612;2;1;2;1; ; ;5;1;4; ; ; ;1;4; ; ; ;2; ;2;55;10; ;1;1;1;1;1;1;1;1; ; ;1;1;1;1; ; ; ; ;1;1; ; ; ; ;2; ;2; ;2; ;289,676423269843
7172621;5;1;5;2;2;7; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;2;1;2; ; ;1;2; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;459,426287410363
7172637;3;1;3;1; ; ;1;1;3; ; ;6000;1;3; ; ;500;2; ;2;54;9; ; ; ; ; ; ; ;1;2; ; ;1;2;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;448,13602471061
7172637;4;1;4;2;1;7; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;1;2;1;2; ; ; ; ; ; ; ; ;2; ;2; ;1;2;448,13602471061
7172638;5;1;5;5;2;8; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;405,946977670341
7172640;2;1;2;3;2;6; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ;1;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;339,712998043376
7172644;4;1;4;4;1;6; ;1;4; ; ; ;1;4; ; ; ;2; ;2;49;3; ;1;2;1;1; ; ;1;1; ; ;1;2;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;318,329351189321
7172650;5;1;5;2;2;7; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;2;1;2; ; ;1;1; ; ; ; ;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;294,906234664158
7172651;3;1;3;1; ; ;1;1;3; ; ;6000;1;3; ; ;3000;1;1; ; ; ; ; ; ;1;2; ; ;1;2; ; ;1;2;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;285,649562384324
7172652;4;1;4;1; ; ;1;1;3; ; ;6000;1;3; ; ;2000;1;2; ; ; ; ; ; ; ; ;1;3;1;3; ; ;1;2;1;4;1;1; ; ;1;1; ; ; ; ;2; ;2; ;2; ;297,10990072967
7172655;3;1;3;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;1;1;1; ; ;1;3; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;314,566370088546
7172659;3;1;3;1; ; ;3;1;3; ; ;5000;1;3; ; ;5000;1;2; ; ; ; ;1;2;1;2;1;2;1;1;1;3;1;1;1;3;1;1; ; ; ; ; ; ; ; ;2; ;1;2;2; ;327,750935748145
7172662;4;1;4;1; ; ;2;1;3; ; ;3000;1;3; ; ;2000;1;3; ; ; ; ;1;2;1;1; ; ;1;1; ; ;1;1;1;2;1;1; ; ;1;1; ; ; ; ;2; ;2; ;2; ;293,277536187474
7172675;4;1;4;1; ; ;3;1;3; ; ;4000;1;3; ; ;4000;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;13,8288548633487
7172677;4;1;4;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;25,9906917593814
7172679;4;1;4;3;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;2; ; ;1;1; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;29,624398761616
7172683;9;1;9;1; ; ;3;1;3; ; ;5000;1;3; ; ;1500;1;8; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;1;1;3;1;1;1;1; ; ; ; ; ; ;2; ;2; ;2; ;17,3179164691976
7172683;10;1;10;1; ; ;3;1;3; ; ;5000;1;3; ; ;1500;1;1; ; ; ; ; ; ;1;3; ; ;1;2; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;17,3179164691976
7172689;3;1;3;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;78,9983966976427
7172689;4;1;4;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;78,9983966976427
7172692;3;1;3;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;85,9862935179314
7172692;4;1;4;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;85,9862935179314
7172694;5;1;5;2;2;3; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;83,0461525493188
7172697;4;1;4;1; ; ;1;1;3; ; ;10000;1;3; ; ;5000;2; ;2;53;3; ; ; ;1;1;1;1;1;1; ; ; ; ; ; ;1;1;1;1; ; ; ; ; ; ;2; ;2; ;2; ;66,1210315652346
7172700;4;1;4;2;2;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;1; ; ; ; ;2; ;2; ;2; ;160,089401947888
7172705;5;1;5;2;2;7; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;211,970568593743
7172720;4;1;4;1; ; ;3;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;1; ; ;1;1;1;1; ; ; ; ;1;1;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;200,279748309109
7172720;5;1;5;1; ; ;3;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;1;1;1;1;1;1;1; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;200,279748309109
7172725;3;1;3;1; ; ;1;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;3; ; ;1;1; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;120,30157900024
7172728;5;1;5;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;173,798799257816
7172728;3;2;3;2;2;4; ;1;4; ; ; ;1;4; ; ; ;2; ;2;46;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;173,798799257816
7172733;3;1;3;1; ; ;5;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;1;1;1; ; ;1;1; ; ;1;1;1;2;1;1; ; ;1;1; ; ; ; ;2; ;2; ;2; ;28,4615903106218
7172740;6;1;6;2;1;7; ;1;4; ; ; ;1;4; ; ; ;1;4; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1;3;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;30,4978385059243
7172748;4;1;4;2;2;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;151,316800510791
7172750;5;1;5;2;2;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;171,718803623046
7172754;2;1;2;1; ; ;2;1;4; ; ; ;1;4; ; ; ;2; ;2;45;2; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;189,48676864114
7172759;4;1;4;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;3; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;200,279748309109
7172759;5;1;5;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;200,279748309109
7172763;3;1;3;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;177,92096574648
7172768;4;1;4;1; ; ;1;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;1;1;1;1;1;1;1; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;135,403614583541
7172779;4;1;4;3;1;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;215,110644011424
7172780;4;1;4;1; ; ;1;1;3; ; ;3000;1;4; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;254,123374126934
7172780;5;1;5;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;254,123374126934
7172782;5;1;5;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;181,897434104239
7172787;7;1;7;1; ; ;1;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;137,746479499864
7172795;4;1;4;1; ; ;5;1;4; ; ; ;1;1; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;125,719088203565
7172803;4;1;4;1; ; ;1;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;136,249032433726
7172807;3;1;3;1; ; ;4;1;3; ; ;4500;1;4; ; ; ;1;2; ; ; ; ; ; ;1;2; ; ;1;2; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;136,249032433726
7172807;4;1;4;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;2; ; ;1;2; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;136,249032433726
7172809;4;1;4;2;2;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;2; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;124,71458393299
7172813;4;1;4;2;2;1; ;1;4; ; ; ;1;4; ; ; ;1;3; ; ; ; ; ; ;1;1; ; ;1;2; ; ;1;4; ; ;1;3; ; ; ; ; ; ; ; ;2; ;2; ;2; ;127,880198267452
7172815;3;1;3;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;121,913691585418
7172818;3;1;3;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;2; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;144,802226122298
7172824;5;1;5;1; ; ;2;1;3; ; ;2500;1;3; ; ;2500;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;140,845990951903
7172833;6;1;6;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;2; ; ; ; ; ; ;1;2; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;144,172719106146
7172863;4;1;4;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;129,066386406854
7172871;5;1;5;1; ; ;1;1;3; ; ;4000;1;3; ; ;2000;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;130,100981907984
7172873;4;1;4;3;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;134,911842170067
7172876;2;1;2;2;1;6; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;135,383477369682
7172881;3;1;3;1; ; ;4;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;72,5311689978958
7172881;4;1;4;2;1;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;2;72,5311689978958
7172888;6;1;6;1; ; ;1;1;3; ; ;5000;1;3; ; ;2500;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3; ; ;1;1; ; ;1;2; ; ; ; ;2; ;2; ;2; ;58,3397492728704
7172893;3;1;3;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;1;2;81,646444962804
7172894;5;1;5;1; ; ;3;1;3; ; ;8000;1;3; ; ;5000;1;2; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;92,7789668027031
7172896;3;1;3;5;1;6; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;1;2;31,2038381568017
7172903;2;1;2;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;3;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;136,14792689281
7172907;4;1;4;5;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;35,2998793988854
7172932;3;1;3;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;33,646907303671
7172935;4;1;4;1; ; ;4;1;3; ; ;3000;1;3; ; ;1500;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1;2; ; ; ; ; ; ;2; ;2; ;2; ;39,1983904607952
7172938;3;2;3;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;47,6693900922808
7172939;4;1;4;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;3; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;51,7778744536366
7172940;5;1;5;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ;1;2;1;2; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;49,02466677504
7172944;8;1;8;2;1;4; ;1;1; ; ; ;2; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2;2; ;77,4391049995906
7172952;6;1;6;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;4; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;38,3930787367185
7172962;3;1;3;2;1;3; ;1;1; ; ; ;1;1; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;2; ;2; ;2; ;49,5891317599158
7172965;3;1;3;1; ; ;1;1;3; ; ;2000;1;3; ; ;2000;1;2; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;77,0161564388516
7172969;4;1;4;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;77,666811680455
7172980;4;1;4;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;1;1;1;1;1; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;2; ;2; ;2; ;98,2465860311023
7172985;6;1;6;1; ; ;2;1;3; ; ;2500;1;3; ; ;3000;1;2; ; ; ; ; ; ;1;2;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;2; ;126,547300387779
7172993;3;1;3;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;100,189829714527
7172999;4;1;4;2;2;3; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;2; ;2; ;2; ;48,822510122738
7173011;3;1;3;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;3; ; ; ; ; ; ; ; ;2; ;2; ;2; ;35,0094230809915
7173014;3;1;3;2;1;6; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;2;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;35,0094230809915
